,765,0,0,1,0,0,,1001,5001,ff,StartDiagnosticSession.DefaultSession
,765,0,0,1,0,0,,1002,5002,ff,StartDiagnosticSession.ProgrammingSession
,765,0,0,1,0,0,,1003,5003,ff,StartDiagnosticSession.ExtendedDiagnosticSession
,765,0,0,1,0,0,,14FFFFFF,54FFFFFF,ff,ClearDiagnosticInformation.All
,765,16,23,1,0,0,,1901FF,5901FF,ff,DTCStatusAvailabilityMask
,765,24,31,1,0,0,,1901FF,5901FF,ff,DTCFormatIdentifier
,765,32,47,1,0,0,,1901FF,5901FF,ff,DTCCount
,765,16,23,1,0,0,,1902FF,5902FF,ff,DTCStatusAvailabilityMask
,765,1352,1367,1,0,0,m,221002,621002,ff,PL_ON_DELAY_DISTANCE_CF.0
,765,1368,1383,1,0,0,m,221002,621002,ff,PL_ON_DELAY_DISTANCE_CF.1
,765,1384,1399,1,0,0,m,221002,621002,ff,PL_ON_DELAY_DISTANCE_CF.2
,765,1400,1415,1,0,0,m,221002,621002,ff,PL_ON_DELAY_DISTANCE_CF.3
,765,1416,1431,.01,0,2,sec,221002,621002,ff,PL_ON_DELAY_TIME_CF.0
,765,1432,1447,.01,0,2,sec,221002,621002,ff,PL_ON_DELAY_TIME_CF.1
,765,1448,1463,.01,0,2,sec,221002,621002,ff,PL_ON_DELAY_TIME_CF.2
,765,1464,1479,.01,0,2,sec,221002,621002,ff,PL_ON_DELAY_TIME_CF.3
,765,1480,1495,1,0,0,lux,221002,621002,ff,PL_ON_THRESH_CF.0
,765,1496,1511,1,0,0,lux,221002,621002,ff,PL_ON_THRESH_CF.1
,765,1512,1527,1,0,0,lux,221002,621002,ff,PL_ON_THRESH_CF.2
,765,1528,1543,1,0,0,lux,221002,621002,ff,PL_ON_THRESH_CF.3
,765,1544,1575,1,0,0,,221002,621002,4ff,PRM_ADDITIONNAL_TIME_FOR_TM_CF
,765,1576,1591,1,0,0,min,221002,621002,ff,PRM_MIN_TIME_TO_SLEEP_TM_CF
,765,1592,1607,1,0,0,min,221002,621002,ff,PRM_WAKE_UP_TIME_TM_CF
,765,1608,1623,.01,0,2,sec,221002,621002,ff,QUICK_LO_OFF_DELAY_TIME_CF.0
,765,1624,1639,.01,0,2,sec,221002,621002,ff,QUICK_LO_OFF_DELAY_TIME_CF.1
,765,1640,1655,.01,0,2,sec,221002,621002,ff,QUICK_LO_OFF_DELAY_TIME_CF.2
,765,1656,1671,.01,0,2,sec,221002,621002,ff,QUICK_LO_OFF_DELAY_TIME_CF.3
,765,1672,1687,1,0,0,lux,221002,621002,ff,QUICK_LO_OFF_THRESH_CF.0
,765,1688,1703,1,0,0,lux,221002,621002,ff,QUICK_LO_OFF_THRESH_CF.1
,765,1704,1719,1,0,0,lux,221002,621002,ff,QUICK_LO_OFF_THRESH_CF.2
,765,1720,1735,1,0,0,lux,221002,621002,ff,QUICK_LO_OFF_THRESH_CF.3
,765,1736,1751,.01,0,2,sec,221002,621002,ff,QUICK_LO_ON_DELAY_TIME_CF.0
,765,1752,1767,.01,0,2,sec,221002,621002,ff,QUICK_LO_ON_DELAY_TIME_CF.1
,765,1768,1783,.01,0,2,sec,221002,621002,ff,QUICK_LO_ON_DELAY_TIME_CF.2
,765,1784,1799,.01,0,2,sec,221002,621002,ff,QUICK_LO_ON_DELAY_TIME_CF.3
,765,1800,1815,1,0,0,lux,221002,621002,ff,QUICK_LO_ON_THRESH_CF.0
,765,1816,1831,1,0,0,lux,221002,621002,ff,QUICK_LO_ON_THRESH_CF.1
,765,1832,1847,1,0,0,lux,221002,621002,ff,QUICK_LO_ON_THRESH_CF.2
,765,1848,1863,1,0,0,lux,221002,621002,ff,QUICK_LO_ON_THRESH_CF.3
,765,1864,1879,.01,0,2,sec,221002,621002,ff,QUICK_PL_ON_DELAY_TIME_CF.0
,765,1880,1895,.01,0,2,sec,221002,621002,ff,QUICK_PL_ON_DELAY_TIME_CF.1
,765,1896,1911,.01,0,2,sec,221002,621002,ff,QUICK_PL_ON_DELAY_TIME_CF.2
,765,1912,1927,.01,0,2,sec,221002,621002,ff,QUICK_PL_ON_DELAY_TIME_CF.3
,765,1928,1943,1,0,0,lux,221002,621002,ff,QUICK_PL_ON_THRESH_CF.0
,765,1944,1959,1,0,0,lux,221002,621002,ff,QUICK_PL_ON_THRESH_CF.1
,765,1960,1975,1,0,0,lux,221002,621002,ff,QUICK_PL_ON_THRESH_CF.2
,765,1976,1991,1,0,0,lux,221002,621002,ff,QUICK_PL_ON_THRESH_CF.3
,765,1992,2007,.01,0,2,sec,221002,621002,ff,REAR_WIPER_CYCLE_TM_CF
,765,2008,2023,1,0,0,km/h,221002,621002,ff,REAR_WIPER_INT_SPEED_THRESH_CF.0
,765,2024,2039,1,0,0,km/h,221002,621002,ff,REAR_WIPER_INT_SPEED_THRESH_CF.1
,765,2040,2055,.01,0,2,sec,221002,621002,ff,REAR_WIPER_INT_VALUES_TM_CF.0
,765,2056,2071,.01,0,2,sec,221002,621002,ff,REAR_WIPER_INT_VALUES_TM_CF.1
,765,2072,2087,.01,0,2,sec,221002,621002,ff,REAR_WIPER_INT_VALUES_TM_CF.2
,765,2088,2103,1,0,0,km/h,221002,621002,ff,REAR_WIPER_OVERSPEED_THRESH_CF
,765,2104,2119,1.66666666666667E-04,0,3,min,221002,621002,ff,RES_TIMER_IN_SECONDS_TM_CF
,765,2120,2135,10,0,0,ms,221002,621002,ff,RKE_LOCK_UNLOCK_VERYLG_TM_CF
,765,2136,2151,.01,0,2,sec,221002,621002,ff,SDO_UNLOCK_ALL_TM_CF
,765,2152,2167,1,0,0,km/h,221002,621002,ff,SET_ACCEPT_SPEED_THRLD_CF
,765,2168,2183,10,0,0,ms,221002,621002,ff,SHIFT_DRIVER_TO_ASSIST_TM_CF
,765,2184,2199,1,0,0,min,221002,621002,ff,TECHNICAL_WAKEUP_PERIOD_TM_CF
,765,2200,2215,.01,0,2,sec,221002,621002,ff,STANDARD_INT_TIME_TM_CF.0
,765,2216,2231,.01,0,2,sec,221002,621002,ff,STANDARD_INT_TIME_TM_CF.1
,765,2232,2247,.01,0,2,sec,221002,621002,ff,STANDARD_INT_TIME_TM_CF.2
,765,2248,2263,.01,0,2,sec,221002,621002,ff,STANDARD_INT_TIME_TM_CF.3
,765,2264,2279,.01,0,2,sec,221002,621002,ff,STANDARD_INT_TIME_TM_CF.4
,765,2280,2295,.01,0,2,sec,221002,621002,ff,STANDARD_INT_TIME_TM_CF.5
,765,2296,2311,.01,0,2,sec,221002,621002,ff,STANDARD_INT_TIME_TM_CF.6
,765,2312,2327,.01,0,2,sec,221002,621002,ff,SWITCH_INPUT_PROT_TM_CF
,765,2328,2343,10,0,0,ms,221002,621002,ff,T_DOWN_CF
,765,2344,2359,10,0,0,ms,221002,621002,ff,T_UP_CF
,765,2360,2375,.01,0,2,sec,221002,621002,ff,T1_TM_CF
,765,2376,2391,7.5,0,0,mBar,221002,621002,ff,TPMS_ATMO_EXTERN_PRESS_CF
,765,2392,2407,1,0,0,sec,221002,621002,ff,TPMS_AUTOLOCATION_TIMEOUT_TM_CF
,765,2408,2423,7.5,0,0,mBar,221002,621002,ff,TPMS_INCOH_PRESS_THRESHOLD_CF
,765,2424,2439,7.5,0,0,mBar,221002,621002,ff,TPMS_LOW_P_FIX_ABS_ON_FRONT_CF
,765,2440,2455,7.5,0,0,mBar,221002,621002,ff,TPMS_LOW_P_FIX_ABS_ON_REAR_CF
,765,2456,2471,1,0,0,sec,221002,621002,ff,TPMS_LOW_PRESS_TM_CF
,765,2472,2487,7.5,0,0,mBar,221002,621002,ff,TPMS_LOW_PRESS_TOL_CF
,765,2488,2503,7.5,0,0,mBar,221002,621002,ff,TPMS_NORMAL_PRESS_THRLD_ABS_CF
,765,2504,2519,7.5,0,0,mBar,221002,621002,ff,TPMS_PUNCT_ALERT_FIX_ABS_ON_CF
,765,2520,2535,7.5,0,0,mBar,221002,621002,ff,TPMS_REC_PRESS_FRONT_CF
,765,2536,2551,7.5,0,0,mBar,221002,621002,ff,TPMS_REC_PRESS_REAR_CF
,765,2552,2567,16,625,0,us,221002,621002,ff,TPMS_RF_DATA_LENGTH_TM_CF
,765,2568,2583,16,0,0,us,221002,621002,ff,TPMS_RF_INTERVAL_FRAMES_TM_CF
,765,2584,2599,7.5,0,0,mBar,221002,621002,ff,TPMS_SENSOR_PRESS_TOL_CF
,765,2600,2615,7.5,0,0,mBar,221002,621002,ff,TPMS_SET_PRESS_TOL_CF
,765,2616,2631,.01,0,2,sec,221002,621002,ff,TPMS_TIMEOUT_NO_DATA_TM_CF
,765,2632,2647,.01,0,2,sec,221002,621002,ff,TPMS_TIMEOUT_NODATA_TM_CF
,765,2648,2663,.01,0,2,sec,221002,621002,ff,TPMS_VEH_RUNNING_ON_DELAY_TM_CF
,765,2664,2679,1,0,0,km/h,221002,621002,ff,TPMS_VEH_RUNNING_THRESHOLD_CF
,765,2680,2695,.01,0,2,sec,221002,621002,ff,TPMS_VEH_STOPPED_ON_DELAY_TM_CF
,765,2696,2711,1,0,0,km/h,221002,621002,ff,TPMS_VEH_STOPPED_THRESHOLD_CF
,765,2712,2727,.01,0,2,sec,221002,621002,ff,WAIT_GOODBYE_TM_CF
,765,2728,2743,.01,0,2,sec,221002,621002,ff,WAIT_MIRROR_OPENING_TM_CF
,765,2744,2759,10,0,0,ms,221002,621002,ff,WASH_WIPE_DELAY_TM_CF
,765,2760,2775,.01,0,2,sec,221002,621002,ff,WGS_TM_CF
,765,2776,2791,.01,0,2,sec,221002,621002,ff,WL_DOUBLE_PUSH_TM_CF
,765,2792,2807,.01,0,2,sec,221002,621002,ff,WL_LONG_PUSH_TM_CF
,765,2808,2823,16,625,0,us,221002,621002,ff,WSSP_RX_DELAY_CF
,765,2824,2855,1,0,0,,221002,621002,4ff,BATTERY_SAVER_ROOMLAMP_TM_CF
,765,2856,2887,1,0,0,,221002,621002,4ff,DELAY_AFTER_ENGINE_OFF_TM_CF
,765,2920,2951,1,0,0,,221002,621002,4ff,IGN_SAVER_BEFORE_DISP_TM_CF
,765,2952,2983,1,0,0,,221002,621002,4ff,IGN_SAVER_TIMER_DM1_TM_CF
,765,2984,3015,1,0,0,,221002,621002,4ff,IGN_SAVER_TIMER_DM2_TM_CF
,765,24,55,1,0,0,,221003,621003,4ff,IGN_SAVER_TIMER_TM_CF
,765,56,87,1,0,0,,221003,621003,4ff,IMMO_DURATION_SA_UNLOCKED_TIME_OUT_TM_CF
,765,88,119,1,0,0,,221003,621003,4ff,KEY_REMINDER_POLLING_TIMEOUT_TM_CF
,765,120,151,1,0,0,,221003,621003,4ff,LIGHT_COEFFICIENT_CF
,765,152,183,1,0,0,,221003,621003,4ff,MIN_LONG_TIME_PARK_ON_TM_CF
,765,184,191,1,0,0,,221003,621003,ff,AL_N_RF_FAT_ERROR_CF
,765,192,207,10,0,0,ms,221003,621003,ff,RESTART_AFTER_STALL_TM_CF
,765,208,215,1,0,0,time,221003,621003,ff,PHONE_REMOTE_FLASH_NB_CF
,765,216,247,1,0,0,,221003,621003,4ff,T10_TM_CF
,765,248,279,1,0,0,,221003,621003,4ff,T30_TM_CF
,765,280,311,1,0,0,,221003,621003,4ff,TPMS_WUIDREG_TIMEOUT_TM_CF
,765,312,343,1,0,0,,221003,621003,4ff,WL_SUPPLY_TM_CF
,765,344,351,1,0,0,%,221003,621003,ff,AMBIENT_BRIGHT_STEP1_CF
,765,352,359,1,0,0,%,221003,621003,ff,AMBIENT_BRIGHT_STEP2_CF
,765,360,367,1,0,0,%,221003,621003,ff,AMBIENT_BRIGHT_STEP3_CF
,765,368,375,1,0,0,%,221003,621003,ff,AMBIENT_BRIGHT_STEP4_CF
,765,376,383,1,0,0,%,221003,621003,ff,AMBIENT_BRIGHT_STEP5_CF
,765,504,504,1,0,0,,221003,621003,ff,PASSENGER_MIRROR_ECU_CF,1:true;0:false
,765,505,505,1,0,0,,221003,621003,ff,BATTERY_CONNECTION_STRAT_CF,1:true;0:false
,765,506,506,1,0,0,,221003,621003,ff,WITH_RESTART_AFTER_STALL_CF,1:true;0:false
,765,507,507,1,0,0,,221003,621003,ff,ENGINE_STOP_REQUEST_CF,1:true;0:false
,765,508,508,1,0,0,,221003,621003,ff,IGN_TIMER_CANCEL_DTOOL_CF,1:true;0:false
,765,509,509,1,0,0,,221003,621003,ff,IGN_TIMER_CANCEL_HZ_LAMP_CF,1:true;0:false
,765,510,510,1,0,0,,221003,621003,ff,WITH_HV_MOTOR_START_CF,1:true;0:false
,765,848,863,10,0,0,ms,221003,621003,ff,POLLING_A_IVC_PRESENCE_TM_CF
,765,864,871,1,0,0,,221003,621003,ff,STOP_AND_START_SW_TYPE_CF,0:NO_BUTTON_SW3;1:ZEN_BUTTON_SW3;2:STOP_AND_START_BUTTON_SW3
,765,872,887,10,0,0,ms,221003,621003,ff,HORN_DURATION_TM_CF
,765,888,903,10,0,0,ms,221003,621003,ff,AHL_FAILURE_WAIT_TM_CF
,765,904,919,10,0,0,ms,221003,621003,ff,AHL_FAILURE_CONF_TM_CF
,765,920,935,10,0,0,ms,221003,621003,ff,LCU_LOSS_TM_CF
,765,936,951,.25,20000,1,°C,221003,621003,ff,TEMP_MAX_CF
,765,952,983,1,0,0,,221003,621003,4ff,MAX_TIME_TM_CF
,765,984,999,10,0,0,ms,221003,621003,ff,DTOOL_ABSENT_TM_CF
,765,1000,1031,1,0,0,,221003,621003,4ff,PRM_MAINTAIN_FOR_PROG_TM_CF
,765,1032,1047,.01,0,2,sec,221003,621003,ff,PRM_IMMEDIATE_TIME_TM_CF
,765,1048,1055,10,0,0,ms,221003,621003,ff,CONF_VS_CUT_OFF_PEND_TM_CF
,765,1056,1071,10,0,0,ms,221003,621003,ff,CONF_VS_UNAVAILABLE_TM_CF
,765,1072,1087,10,0,0,ms,221003,621003,ff,RKE_PANIC_LONG_TM_CF
,765,1088,1103,10,0,0,ms,221003,621003,ff,RKE_PSD_R_LONG_TM_CF
,765,1104,1119,10,0,0,ms,221003,621003,ff,RKE_RES_LONG_TM_CF
,765,1120,1135,10,0,0,ms,221003,621003,ff,RKE_TRUNK_LONG_TM_CF
,765,1136,1151,10,0,0,ms,221003,621003,ff,RKE_UNLOCK_LONG_TM_CF
,765,1152,1159,1,0,0,%,221003,621003,ff,COEF_INTENSITY_AREA1_CF
,765,1160,1167,1,0,0,%,221003,621003,ff,COEF_INTENSITY_AREA2_CF
,765,1168,1175,1,0,0,%,221003,621003,ff,COEF_INTENSITY_AREA3_CF
,765,1176,1191,1,0,0,min,221003,621003,ff,RES_PROG_LAST_CYCLE_TM_CF
,765,1192,1199,1,0,0,,221003,621003,ff,POWERDRIVED_INDEX_CF.0
,765,1200,1207,1,0,0,,221003,621003,ff,POWERDRIVED_INDEX_CF.1
,765,1208,1215,1,0,0,,221003,621003,ff,POWERDRIVED_INDEX_CF.2
,765,1216,1223,1,0,0,,221003,621003,ff,POWERDRIVED_INDEX_CF.3
,765,1224,1231,1,0,0,,221003,621003,ff,POWERDRIVED_INDEX_CF.4
,765,1232,1239,1,0,0,,221003,621003,ff,POWERDRIVED_INDEX_CF.5
,765,1240,1247,1,0,0,,221003,621003,ff,POWERDRIVED_INDEX_CF.6
,765,1248,1255,1,0,0,,221003,621003,ff,POWERDRIVED_INDEX_CF.7
,765,1256,1263,1,0,0,,221003,621003,ff,POWERDRIVED_INDEX_CF.8
,765,1264,1271,1,0,0,,221003,621003,ff,POWERDRIVED_INDEX_CF.9
,765,1272,1279,100,0,0,W,221003,621003,ff,POWERDRIVED_OUT_CF.0
,765,1280,1287,100,0,0,W,221003,621003,ff,POWERDRIVED_OUT_CF.1
,765,1288,1295,100,0,0,W,221003,621003,ff,POWERDRIVED_OUT_CF.2
,765,1296,1303,100,0,0,W,221003,621003,ff,POWERDRIVED_OUT_CF.3
,765,1304,1311,100,0,0,W,221003,621003,ff,POWERDRIVED_OUT_CF.4
,765,1312,1319,100,0,0,W,221003,621003,ff,POWERDRIVED_OUT_CF.5
,765,1320,1327,100,0,0,W,221003,621003,ff,POWERDRIVED_OUT_CF.6
,765,1328,1335,100,0,0,W,221003,621003,ff,POWERDRIVED_OUT_CF.7
,765,1336,1343,100,0,0,W,221003,621003,ff,POWERDRIVED_OUT_CF.8
,765,1344,1351,100,0,0,W,221003,621003,ff,POWERDRIVED_OUT_CF.9
,765,1352,1367,1.66666666666667E-04,0,3,min,221003,621003,ff,KEYLOCK_EXT_MAX_DURATION_TM_CF
,765,24,24,1,0,0,,221004,621004,ff,DTC_ALARM_VOLUMETRIC_04_CF,1:true;0:false
,765,25,25,1,0,0,,221004,621004,ff,DTC_ASSIST_DEFROSTER_12_CF,1:true;0:false
,765,26,26,1,0,0,,221004,621004,ff,DTC_ASSIST_DEFROSTER_14_CF,1:true;0:false
,765,27,27,1,0,0,,221004,621004,ff,DTC_AUTO_ACC_RL_12_CF,1:true;0:false
,765,28,28,1,0,0,,221004,621004,ff,DTC_AUTO_ACC_RL_14_CF,1:true;0:false
,765,29,29,1,0,0,,221004,621004,ff,DTC_AUTO_MIRROR_RL_12_CF,1:true;0:false
,765,30,30,1,0,0,,221004,621004,ff,DTC_AUTO_MIRROR_RL_14_CF,1:true;0:false
,765,31,31,1,0,0,,221004,621004,ff,DTC_BCM_APV_CODE_68_CF,1:true;0:false
,765,32,32,1,0,0,,221004,621004,ff,DTC_CHILDLOCK_02_CF,1:true;0:false
,765,33,33,1,0,0,,221004,621004,ff,DTC_CHILDLOCK_WL_RL_12_CF,1:true;0:false
,765,34,34,1,0,0,,221004,621004,ff,DTC_CHILDLOCK_WL_RL_14_CF,1:true;0:false
,765,35,35,1,0,0,,221004,621004,ff,DTC_CLUTCH_END_SW_23_CF,1:true;0:false
,765,36,36,1,0,0,,221004,621004,ff,DTC_CLUTCH_START_SW_23_CF,1:true;0:false
,765,37,37,1,0,0,,221004,621004,ff,DTC_CLUTCH_START_SW_24_CF,1:true;0:false
,765,38,38,1,0,0,,221004,621004,ff,DTC_COMBI_SWITCH_01_CF,1:true;0:false
,765,39,39,1,0,0,,221004,621004,ff,DTC_COMBI_SWITCH_64_CF,1:true;0:false
,765,40,40,1,0,0,,221004,621004,ff,DTC_DI_FR_SR_LEFT_18_CF,1:true;0:false
,765,41,41,1,0,0,,221004,621004,ff,DTC_DI_FR_SR_LEFT_19_CF,1:true;0:false
,765,42,42,1,0,0,,221004,621004,ff,DTC_DI_FR_SR_RIGHT_18_CF,1:true;0:false
,765,43,43,1,0,0,,221004,621004,ff,DTC_DI_FR_SR_RIGHT_19_CF,1:true;0:false
,765,44,44,1,0,0,,221004,621004,ff,DTC_DI_RR_LEFT_18_CF,1:true;0:false
,765,45,45,1,0,0,,221004,621004,ff,DTC_DI_RR_LEFT_19_CF,1:true;0:false
,765,46,46,1,0,0,,221004,621004,ff,DTC_DI_RR_RIGHT_18_CF,1:true;0:false
,765,47,47,1,0,0,,221004,621004,ff,DTC_DI_RR_RIGHT_19_CF,1:true;0:false
,765,48,48,1,0,0,,221004,621004,ff,DTC_DONGLE_4A_CF,1:true;0:false
,765,49,49,1,0,0,,221004,621004,ff,DTC_DPC_04_CF,1:true;0:false
,765,50,50,1,0,0,,221004,621004,ff,DTC_DRIVER_DEFROSTER_12_CF,1:true;0:false
,765,51,51,1,0,0,,221004,621004,ff,DTC_DRIVER_DEFROSTER_14_CF,1:true;0:false
,765,52,52,1,0,0,,221004,621004,ff,DTC_DRIVER_SEAT_BELT_23_CF,1:true;0:false
,765,53,53,1,0,0,,221004,621004,ff,DTC_DRIVER_SEAT_BELT_CONF_55_CF,1:true;0:false
,765,54,54,1,0,0,,221004,621004,ff,DTC_EEPROM_42_CF,1:true;0:false
,765,55,55,1,0,0,,221004,621004,ff,DTC_EEPROM_46_CF,1:true;0:false
,765,56,56,1,0,0,,221004,621004,ff,DTC_ETA_04_CF,1:true;0:false
,765,57,57,1,0,0,,221004,621004,ff,DTC_FOG_LAMP_11_CF,1:true;0:false
,765,58,58,1,0,0,,221004,621004,ff,DTC_FOG_LAMP_15_CF,1:true;0:false
,765,59,59,1,0,0,,221004,621004,ff,DTC_IFLW_04_CF,1:true;0:false
,765,60,60,1,0,0,,221004,621004,ff,DTC_IFRW_04_CF,1:true;0:false
,765,61,61,1,0,0,,221004,621004,ff,DTC_IGN_CAB_RL_12_CF,1:true;0:false
,765,62,62,1,0,0,,221004,621004,ff,DTC_IGN_CAB_RL_14_CF,1:true;0:false
,765,63,63,1,0,0,,221004,621004,ff,DTC_IGN_OFFLOAD1_RL_12_CF,1:true;0:false
,765,64,64,1,0,0,,221004,621004,ff,DTC_IGN_OFFLOAD1_RL_14_CF,1:true;0:false
,765,65,65,1,0,0,,221004,621004,ff,DTC_IGN_OFFLOAD2_RL_12_CF,1:true;0:false
,765,66,66,1,0,0,,221004,621004,ff,DTC_IGN_OFFLOAD2_RL_14_CF,1:true;0:false
,765,67,67,1,0,0,,221004,621004,ff,DTC_IRLW_04_CF,1:true;0:false
,765,68,68,1,0,0,,221004,621004,ff,DTC_IRRW_04_CF,1:true;0:false
,765,69,69,1,0,0,,221004,621004,ff,DTC_LCM01_04_CF,1:true;0:false
,765,70,70,1,0,0,,221004,621004,ff,DTC_LCM02_04_CF,1:true;0:false
,765,71,71,1,0,0,,221004,621004,ff,DTC_LCM03_04_CF,1:true;0:false
,765,72,72,1,0,0,,221004,621004,ff,DTC_LCM04_04_CF,1:true;0:false
,765,73,73,1,0,0,,221004,621004,ff,DTC_LCM05_04_CF,1:true;0:false
,765,74,74,1,0,0,,221004,621004,ff,DTC_LCM06_04_CF,1:true;0:false
,765,75,75,1,0,0,,221004,621004,ff,DTC_LCM07_04_CF,1:true;0:false
,765,76,76,1,0,0,,221004,621004,ff,DTC_LCM08_04_CF,1:true;0:false
,765,77,77,1,0,0,,221004,621004,ff,DTC_LCM09_04_CF,1:true;0:false
,765,78,78,1,0,0,,221004,621004,ff,DTC_LCM10_04_CF,1:true;0:false
,765,79,79,1,0,0,,221004,621004,ff,DTC_LCM11_04_CF,1:true;0:false
,765,80,80,1,0,0,,221004,621004,ff,DTC_LCM12_04_CF,1:true;0:false
,765,81,81,1,0,0,,221004,621004,ff,DTC_LIGHT_SENSOR_49_CF,1:true;0:false
,765,82,82,1,0,0,,221004,621004,ff,DTC_LIN_ACCESS_08_CF,1:true;0:false
,765,83,83,1,0,0,,221004,621004,ff,DTC_LIN_AMBIANT_08_CF,1:true;0:false
,765,84,84,1,0,0,,221004,621004,ff,DTC_LIN_DOOR_08_CF,1:true;0:false
,765,85,85,1,0,0,,221004,621004,ff,DTC_LIN_RLS_08_CF,1:true;0:false
,765,86,86,1,0,0,,221004,621004,ff,DTC_MASTER_MOTOR_96_CF,1:true;0:false
,765,87,87,1,0,0,,221004,621004,ff,DTC_MOTOR_COMM_08_CF,1:true;0:false
,765,88,88,1,0,0,,221004,621004,ff,DTC_PMU_04_CF,1:true;0:false
,765,89,89,1,0,0,,221004,621004,ff,DTC_PTC1_RL_12_CF,1:true;0:false
,765,90,90,1,0,0,,221004,621004,ff,DTC_PTC1_RL_14_CF,1:true;0:false
,765,91,91,1,0,0,,221004,621004,ff,DTC_PTC2_RL_12_CF,1:true;0:false
,765,92,92,1,0,0,,221004,621004,ff,DTC_PTC2_RL_14_CF,1:true;0:false
,765,93,93,1,0,0,,221004,621004,ff,DTC_PTC3_RL_12_CF,1:true;0:false
,765,94,94,1,0,0,,221004,621004,ff,DTC_PTC3_RL_14_CF,1:true;0:false
,765,95,95,1,0,0,,221004,621004,ff,DTC_PWM_ROOMLAMP_1_12_CF,1:true;0:false
,765,96,96,1,0,0,,221004,621004,ff,DTC_SSM_44_CF,1:true;0:false
,765,97,97,1,0,0,,221004,621004,ff,DTC_PWM_ROOMLAMP_2_12_CF,1:true;0:false
,765,98,98,1,0,0,,221004,621004,ff,DTC_CAN_CGW_87_CF,1:true;0:false
,765,99,99,1,0,0,,221004,621004,ff,DTC_PWM_ROOMLAMP_3_12_CF,1:true;0:false
,765,100,100,1,0,0,,221004,621004,ff,DTC_CAN_BMS_12V_87_CF,1:true;0:false
,765,101,101,1,0,0,,221004,621004,ff,DTC_PWM_ROOMLAMP_4_12_CF,1:true;0:false
,765,103,103,1,0,0,,221004,621004,ff,DTC_PWM_ROOMLAMP_5_12_CF,1:true;0:false
,765,105,105,1,0,0,,221004,621004,ff,DTC_PWM_ROOMLAMP_6_12_CF,1:true;0:false
,765,106,106,1,0,0,,221004,621004,ff,DTC_PWM_ROOMLAMP_6_14_CF,1:true;0:false
,765,107,107,1,0,0,,221004,621004,ff,DTC_PWR_AT_LOCKED_11_CF,1:true;0:false
,765,108,108,1,0,0,,221004,621004,ff,DTC_PWR_AUTO_LIGHT_15_CF,1:true;0:false
,765,109,109,1,0,0,,221004,621004,ff,DTC_PWR_DOORLOCK1_14_CF,1:true;0:false
,765,110,110,1,0,0,,221004,621004,ff,DTC_PWR_DOORLOCK2_14_CF,1:true;0:false
,765,111,111,1,0,0,,221004,621004,ff,DTC_PWR_ECU_14_CF,1:true;0:false
,765,112,112,1,0,0,,221004,621004,ff,DTC_PWR_FLASHERS_14_CF,1:true;0:false
,765,113,113,1,0,0,,221004,621004,ff,DTC_PWR_STOP_LAMP_14_CF,1:true;0:false
,765,114,114,1,0,0,,221004,621004,ff,DTC_PWR_WIPER_14_CF,1:true;0:false
,765,115,115,1,0,0,,221004,621004,ff,DTC_RAIN_SENSOR_49_CF,1:true;0:false
,765,116,116,1,0,0,,221004,621004,ff,DTC_RAM_44_CF,1:true;0:false
,765,117,117,1,0,0,,221004,621004,ff,DTC_REAR_DEFROSTER_12_CF,1:true;0:false
,765,118,118,1,0,0,,221004,621004,ff,DTC_REAR_DEFROSTER_14_CF,1:true;0:false
,765,119,119,1,0,0,,221004,621004,ff,DTC_REAR_WIPER_64_CF,1:true;0:false
,765,120,120,1,0,0,,221004,621004,ff,DTC_REGISTERS_43_CF,1:true;0:false
,765,121,121,1,0,0,,221004,621004,ff,DTC_ROM_45_CF,1:true;0:false
,765,122,122,1,0,0,,221004,621004,ff,DTC_ROOMLAMP_BATSAVER_RL_12_CF,1:true;0:false
,765,123,123,1,0,0,,221004,621004,ff,DTC_ROOMLAMP_BATSAVER_RL_14_CF,1:true;0:false
,765,124,124,1,0,0,,221004,621004,ff,DTC_SAFETY_LINE_ESCL_11_CF,1:true;0:false
,765,125,125,1,0,0,,221004,621004,ff,DTC_SAFETY_LINE_ESCL_12_CF,1:true;0:false
,765,127,127,1,0,0,,221004,621004,ff,DTC_SLAVE_MOTOR_96_CF,1:true;0:false
,765,128,128,1,0,0,,221004,621004,ff,DTC_SRU_04_CF,1:true;0:false
,765,129,129,1,0,0,,221004,621004,ff,DTC_SSU_04_CF,1:true;0:false
,765,130,130,1,0,0,,221004,621004,ff,DTC_ST_CUT_RELAY_12_CF,1:true;0:false
,765,131,131,1,0,0,,221004,621004,ff,DTC_ST_CUT_RELAY_14_CF,1:true;0:false
,765,132,132,1,0,0,,221004,621004,ff,DTC_ST_CUT_RELAY_23_CF,1:true;0:false
,765,133,133,1,0,0,,221004,621004,ff,DTC_ST_CUT_RELAY_24_CF,1:true;0:false
,765,134,134,1,0,0,,221004,621004,ff,DTC_STOP_LAMP_1_OR_2_11_CF,1:true;0:false
,765,135,135,1,0,0,,221004,621004,ff,DTC_STOP_LAMP_1_OR_2_15_CF,1:true;0:false
,765,136,136,1,0,0,,221004,621004,ff,DTC_STOP_LAMP_3_11_CF,1:true;0:false
,765,137,137,1,0,0,,221004,621004,ff,DTC_STOP_LAMP_3_15_CF,1:true;0:false
,765,138,138,1,0,0,,221004,621004,ff,DTC_STOP_PEDAL_01_CF,1:true;0:false
