,7ec,168,183,.2,0,0,%,2233d7,6233d7,ff,soc 1
,7ec,152,167,.2,0,0,%,2233d7,6233d7,ff,soc 2
,7ec,136,151,.2,0,0,%,2233d7,6233d7,ff,soc 3
,7ec,120,135,.2,0,0,%,2233d7,6233d7,ff,soc 4
,7ec,104,119,.2,0,0,%,2233d7,6233d7,ff,soc 5
,7ec,88,103,.2,0,0,%,2233d7,6233d7,ff,soc 6
,7ec,72,87,.2,0,0,%,2233d7,6233d7,ff,soc 7
,7ec,56,71,.2,0,0,%,2233d7,6233d7,ff,soc 8
,7ec,40,55,.2,0,0,%,2233d7,6233d7,ff,soc 9
,7ec,24,39,.2,0,0,%,2233d7,6233d7,ff,soc 20
,7ec,96,103,1,40,0,°C,2233d8,6233d8,ff,temp 1
,7ec,88,95,1,40,0,°C,2233d8,6233d8,ff,temp 2
,7ec,80,87,1,40,0,°C,2233d8,6233d8,ff,temp 3
,7ec,72,79,1,40,0,°C,2233d8,6233d8,ff,temp 4
,7ec,64,71,1,40,0,°C,2233d8,6233d8,ff,temp 5
,7ec,56,63,1,40,0,°C,2233d8,6233d8,ff,temp 6
,7ec,48,55,1,40,0,°C,2233d8,6233d8,ff,temp 7
,7ec,40,47,1,40,0,°C,2233d8,6233d8,ff,temp 8
,7ec,32,39,1,40,0,°C,2233d8,6233d8,ff,temp 9
,7ec,24,31,1,40,0,°C,2233d8,6233d8,ff,temp 10
,7ec,168,183,1,0,0,min,2233d9,6233d9,ff,duration 1
,7ec,152,167,1,0,0,min,2233d9,6233d9,ff,duration 2
,7ec,136,151,1,0,0,min,2233d9,6233d9,ff,duration 3
,7ec,120,135,1,0,0,min,2233d9,6233d9,ff,duration 4
,7ec,104,119,1,0,0,min,2233d9,6233d9,ff,duration 5
,7ec,88,103,1,0,0,min,2233d9,6233d9,ff,duration 6
,7ec,72,87,1,0,0,min,2233d9,6233d9,ff,duration 7
,7ec,56,71,1,0,0,min,2233d9,6233d9,ff,duration 8
,7ec,40,55,1,0,0,min,2233d9,6233d9,ff,duration 9
,7ec,24,39,1,0,0,min,2233d9,6233d9,ff,duration 10
